"slidemap";"matrix";"x";"y";"positive_tumor_cells";"staining_intensity";"spot_quality";"sample_predect";"abcode";"pic"
"pko.hbn.1a.65";"36";"4";"12";">0% and <5%";"Strong (+++)";"null";"WP1_98.TPKo";65;"32_36_4_12_4200.jpg"
"pko.hbn.1a.65";"36";"4";"13";"5-15%";"Moderate (++)";"null";"WP1_108.TPKo";65;"32_36_4_13_4183.jpg"
"pko.hbn.1a.65";"36";"4";"2";"5-15%";"Weak (+)";"null";"WP1_12.TPKo";65;"32_36_4_2_4332.jpg"
"pko.hbn.1a.65";"36";"4";"3";"0%";"Neg (-)";"null";"WP1_22.TPKo";65;"32_36_4_3_4315.jpg"
"pko.hbn.1a.65";"36";"4";"4";">0% and <5%";"Strong (+++)";"null";"WP1_32.TPKo";65;"32_36_4_4_4299.jpg"
"pko.hbn.1a.65";"36";"4";"5";"null";"null";"Not representative";"WP1_41.TPKo";65;"32_36_4_5_4282.jpg"
"pko.hbn.1a.65";"36";"4";"6";">30%";"Weak (+)";"null";"WP1_51.TPKo";65;"32_36_4_6_4265.jpg"
"pko.hbn.1a.65";"36";"4";"8";">0% and <5%";"Strong (+++)";"null";"WP1_60.TPKo";65;"32_36_4_8_4253.jpg"
"pko.hbn.1a.65";"36";"4";"9";"null";"null";"Not representative";"WP1_70.TPKo";65;"32_36_4_9_4351.jpg"
"pko.hbn.1a.65";"36";"5";"10";">30%";"Weak (+)";"null";"WP1_80.TPKo";65;"32_36_5_10_4232.jpg"
"pko.hbn.1a.65";"36";"5";"11";">30%";"Weak (+)";"null";"WP1_89.TPKo";65;"32_36_5_11_4210.jpg"
"pko.hbn.1a.65";"36";"5";"12";"null";"null";"Not representative";"WP1_99.TPKo";65;"32_36_5_12_4352.jpg"
"pko.hbn.1a.65";"36";"5";"13";"null";"null";"Not representative";"WP1_108.TPKo";65;"32_36_5_13_4180.jpg"
"pko.hbn.1a.65";"36";"5";"2";">0% and <5%";"Moderate (++)";"null";"WP1_13.TPKo";65;"32_36_5_2_4329.jpg"
"pko.hbn.1a.65";"36";"5";"3";">0% and <5%";"Strong (+++)";"null";"WP1_23.TPKo";65;"32_36_5_3_4313.jpg"
"pko.hbn.1a.65";"36";"5";"4";">0% and <5%";"Strong (+++)";"null";"WP1_32.TPKo";65;"32_36_5_4_4298.jpg"
"pko.hbn.1a.65";"36";"5";"5";"null";"null";"null";"WP1_42.TPKo";65;"32_36_5_5_4280.jpg"
"pko.hbn.1a.65";"36";"5";"6";">30%";"Weak (+)";"null";"WP1_51.TPKo";65;"32_36_5_6_4264.jpg"
"pko.hbn.1a.65";"36";"5";"8";"null";"null";"Detached";"WP1_61.TPKo";65;"32_36_5_8_4357.jpg"
"pko.hbn.1a.65";"36";"5";"9";"null";"null";"Detached";"WP1_70.TPKo";65;"32_36_5_9_4356.jpg"
"pko.hbn.1a.65";"36";"6";"1";"null";"null";"Detached";"WP1_3.TPKo";65;"32_36_6_1_4410.jpg"
"pko.hbn.1a.65";"36";"6";"10";">0% and <5%";"Strong (+++)";"null";"WP1_80.TPKo";65;"32_36_6_10_4226.jpg"
"pko.hbn.1a.65";"36";"6";"11";"0%";"Neg (-)";"null";"WP1_90.TPKo";65;"32_36_6_11_4212.jpg"
"pko.hbn.1a.65";"36";"6";"12";"null";"null";"Not representative";"WP1_99.TPKo";65;"32_36_6_12_4353.jpg"
"pko.hbn.1a.65";"36";"6";"13";"null";"null";"Not representative";"WP1_109.TPKo";65;"32_36_6_13_4182.jpg"
"pko.hbn.1a.65";"36";"6";"2";">0% and <5%";"Strong (+++)";"null";"WP1_13.TPKo";65;"32_36_6_2_4328.jpg"
"pko.hbn.1a.65";"36";"6";"3";">0% and <5%";"Strong (+++)";"null";"WP1_23.TPKo";65;"32_36_6_3_4312.jpg"
"pko.hbn.1a.65";"36";"6";"4";"16-30%";"Moderate (++)";"null";"WP1_33.TPKo";65;"32_36_6_4_4297.jpg"
"pko.hbn.1a.65";"36";"6";"5";">0% and <5%";"Strong (+++)";"null";"WP1_42.TPKo";65;"32_36_6_5_4279.jpg"
"pko.hbn.1a.65";"36";"6";"6";"0%";"Neg (-)";"null";"WP1_52.TPKo";65;"32_36_6_6_4263.jpg"
"pko.hbn.1a.65";"36";"6";"8";"null";"null";"Detached";"WP1_61.TPKo";65;"32_36_6_8_4358.jpg"
"pko.hbn.1a.65";"36";"6";"9";">30%";"Moderate (++)";"null";"WP1_71.TPKo";65;"32_36_6_9_4359.jpg"
"pko.hbn.1a.65";"36";"7";"1";"null";"null";"Not representative";"WP1_4.TPKo";65;"32_36_7_1_4409.jpg"
"pko.hbn.1a.65";"36";"7";"10";"5-15%";"Strong (+++)";"null";"WP1_81.TPKo";65;"32_36_7_10_4227.jpg"
"pko.hbn.1a.65";"36";"7";"11";">30%";"Weak (+)";"null";"WP1_90.TPKo";65;"32_36_7_11_4355.jpg"
"pko.hbn.1a.65";"36";"7";"12";">30%";"Weak (+)";"null";"WP1_100.TPKo";65;"32_36_7_12_4354.jpg"
"pko.hbn.1a.65";"36";"7";"13";"null";"null";"Not representative";"WP1_109.TPKo";65;"32_36_7_13_4178.jpg"
"pko.hbn.1a.65";"36";"7";"2";">0% and <5%";"Weak (+)";"null";"WP1_14.TPKo";65;"32_36_7_2_4330.jpg"
"pko.hbn.1a.65";"36";"7";"3";">0% and <5%";"Strong (+++)";"null";"WP1_24.TPKo";65;"32_36_7_3_4309.jpg"
"pko.hbn.1a.65";"36";"7";"4";"16-30%";"Moderate (++)";"null";"WP1_33.TPKo";65;"32_36_7_4_4294.jpg"
"pko.hbn.1a.65";"36";"7";"5";"0%";"Neg (-)";"null";"WP1_43.TPKo";65;"32_36_7_5_4277.jpg"
"pko.hbn.1a.65";"36";"7";"6";">30%";"Weak (+)";"null";"WP1_52.TPKo";65;"32_36_7_6_4262.jpg"
"pko.hbn.1a.65";"36";"7";"8";"5-15%";"Strong (+++)";"null";"WP1_62.TPKo";65;"32_36_7_8_4252.jpg"
"pko.hbn.1a.65";"36";"7";"9";">30%";"Weak (+)";"null";"WP1_71.TPKo";65;"32_36_7_9_4240.jpg"
"pko.hbn.1a.65";"36";"8";"1";"null";"null";"Detached";"WP1_4.TPKo";65;"32_36_8_1_4408.jpg"
"pko.hbn.1a.65";"36";"8";"10";">0% and <5%";"Strong (+++)";"null";"WP1_81.TPKo";65;"32_36_8_10_4228.jpg"
"pko.hbn.1a.65";"36";"8";"11";">0% and <5%";"null";"null";"WP1_91.TPKo";65;"32_36_8_11_4208.jpg"
"pko.hbn.1a.65";"36";"8";"12";">30%";"Moderate (++)";"null";"WP1_100.TPKo";65;"32_36_8_12_4198.jpg"
"pko.hbn.1a.65";"36";"8";"13";"5-15%";"Moderate (++)";"null";"WP1_110.TPKo";65;"32_36_8_13_4179.jpg"
"pko.hbn.1a.65";"36";"8";"2";"5-15%";"null";"null";"WP1_14.TPKo";65;"32_36_8_2_4327.jpg"
"pko.hbn.1a.65";"36";"8";"3";">0% and <5%";"Moderate (++)";"null";"WP1_24.TPKo";65;"32_36_8_3_4310.jpg"
"pko.hbn.1a.65";"36";"8";"4";"0%";"Neg (-)";"null";"WP1_34.TPKo";65;"32_36_8_4_4295.jpg"
"pko.hbn.1a.65";"36";"8";"5";">30%";"Weak (+)";"null";"WP1_43.TPKo";65;"32_36_8_5_4276.jpg"
"pko.hbn.1a.65";"36";"8";"6";">30%";"Moderate (++)";"null";"WP1_53.TPKo";65;"32_36_8_6_4260.jpg"
"pko.hbn.1a.65";"36";"8";"8";">0% and <5%";"Strong (+++)";"null";"WP1_62.TPKo";65;"32_36_8_8_4250.jpg"
"pko.hbn.1a.65";"36";"8";"9";"null";"null";"Not representative";"WP1_72.TPKo";65;"32_36_8_9_4241.jpg"
"pko.hbn.1a.65";"36";"9";"1";">0% and <5%";"Strong (+++)";"null";"WP1_5.TPKo";65;"32_36_9_1_4344.jpg"
"pko.hbn.1a.65";"36";"9";"10";"null";"null";"Not representative";"WP1_82.TPKo";65;"32_36_9_10_4413.jpg"
"pko.hbn.1a.65";"36";"9";"11";"null";"null";"Not representative";"WP1_91.TPKo";65;"32_36_9_11_4209.jpg"
"pko.hbn.1a.65";"36";"9";"12";">0% and <5%";"Strong (+++)";"null";"WP1_101.TPKo";65;"32_36_9_12_4193.jpg"
"pko.hbn.1a.65";"36";"9";"13";">0% and <5%";"Strong (+++)";"null";"WP1_110.TPKo";65;"32_36_9_13_4173.jpg"
"pko.hbn.1a.65";"36";"9";"2";"0%";"Neg (-)";"null";"WP1_15.TPKo";65;"32_36_9_2_4326.jpg"
"pko.hbn.1a.65";"36";"9";"3";"5-15%";"Moderate (++)";"null";"WP1_25.TPKo";65;"32_36_9_3_4311.jpg"
"pko.hbn.1a.65";"36";"9";"4";"0%";"Neg (-)";"null";"WP1_34.TPKo";65;"32_36_9_4_4296.jpg"
"pko.hbn.1a.65";"36";"9";"5";">30%";"Weak (+)";"null";"WP1_44.TPKo";65;"32_36_9_5_4278.jpg"
"pko.hbn.1a.65";"36";"9";"6";"null";"null";"Not representative";"WP1_53.TPKo";65;"32_36_9_6_10564.jpg"
"pko.hbn.1a.65";"36";"9";"8";">0% and <5%";"Moderate (++)";"null";"WP1_63.TPKo";65;"32_36_9_8_4251.jpg"
"pko.hbn.1a.65";"36";"9";"9";"16-30%";"Weak (+)";"null";"WP1_72.TPKo";65;"32_36_9_9_4238.jpg"
"pko.hbn.1a.59";"36";"1";"1";"10-39%";"Weak (+)";"null";"WP1_1.TPKo";59;"16_36_1_1_805.jpg"
"pko.hbn.1a.59";"36";"1";"10";"null";"null";"Not representative";"WP1_78.TPKo";59;"16_36_1_10_666.jpg"
"pko.hbn.1a.59";"36";"1";"11";"70-100%";"Moderate (++)";"null";"WP1_87.TPKo";59;"16_36_1_11_652.jpg"
"pko.hbn.1a.59";"36";"1";"12";"0%";"Neg (-)";"null";"WP1_97.TPKo";59;"16_36_1_12_633.jpg"
"pko.hbn.1a.59";"36";"1";"13";"70-100%";"Strong (+++)";"null";"WP1_106.TPKo";59;"16_36_1_13_616.jpg"
"pko.hbn.1a.59";"36";"1";"2";"0%";"Neg (-)";"null";"WP1_11.TPKo";59;"16_36_1_2_786.jpg"
"pko.hbn.1a.59";"36";"1";"3";"null";"null";"Not representative";"WP1_21.TPKo";59;"16_36_1_3_767.jpg"
"pko.hbn.1a.59";"36";"1";"4";"70-100%";"Moderate (++)";"null";"WP1_30.TPKo";59;"16_36_1_4_830.jpg"
"pko.hbn.1a.59";"36";"1";"5";"40-69%";"Moderate (++)";"null";"WP1_40.TPKo";59;"16_36_1_5_730.jpg"
"pko.hbn.1a.59";"36";"1";"6";"40-69%";"Moderate (++)";"null";"WP1_49.TPKo";59;"16_36_1_6_712.jpg"
"pko.hbn.1a.59";"36";"1";"8";"70-100%";"Moderate (++)";"null";"WP1_59.TPKo";59;"16_36_1_8_696.jpg"
"pko.hbn.1a.59";"36";"1";"9";"40-69%";"Weak (+)";"null";"WP1_68.TPKo";59;"16_36_1_9_683.jpg"
"pko.hbn.1a.59";"36";"10";"1";"70-100%";"Moderate (++)";"null";"WP1_5.TPKo";59;"16_36_10_1_812.jpg"
"pko.hbn.1a.59";"36";"10";"10";"70-100%";"Moderate (++)";"null";"WP1_82.TPKo";59;"16_36_10_10_672.jpg"
"pko.hbn.1a.59";"36";"10";"11";"70-100%";"Strong (+++)";"null";"WP1_92.TPKo";59;"16_36_10_11_655.jpg"
"pko.hbn.1a.59";"36";"10";"12";"70-100%";"Strong (+++)";"null";"WP1_101.TPKo";59;"16_36_10_12_635.jpg"
"pko.hbn.1a.59";"36";"10";"13";"70-100%";"Strong (+++)";"null";"WP1_111.TPKo";59;"16_36_10_13_615.jpg"
"pko.hbn.1a.59";"36";"10";"2";"70-100%";"Moderate (++)";"null";"WP1_15.TPKo";59;"16_36_10_2_794.jpg"
"pko.hbn.1a.59";"36";"10";"3";"10-39%";"Moderate (++)";"null";"WP1_25.TPKo";59;"16_36_10_3_775.jpg"
"pko.hbn.1a.59";"36";"10";"4";"70-100%";"Strong (+++)";"null";"WP1_35.TPKo";59;"16_36_10_4_757.jpg"
"pko.hbn.1a.59";"36";"10";"5";"70-100%";"Moderate (++)";"null";"WP1_44.TPKo";59;"16_36_10_5_739.jpg"
"pko.hbn.1a.59";"36";"10";"6";"0%";"Neg (-)";"null";"WP1_54.TPKo";59;"16_36_10_6_720.jpg"
"pko.hbn.1a.59";"36";"10";"8";"1-9%";"Strong (+++)";"null";"WP1_63.TPKo";59;"16_36_10_8_705.jpg"
"pko.hbn.1a.59";"36";"10";"9";"70-100%";"Strong (+++)";"null";"WP1_73.TPKo";59;"16_36_10_9_690.jpg"
"pko.hbn.1a.59";"36";"11";"1";"40-69%";"Moderate (++)";"null";"WP1_6.TPKo";59;"16_36_11_1_810.jpg"
"pko.hbn.1a.59";"36";"11";"10";"70-100%";"Strong (+++)";"null";"WP1_83.TPKo";59;"16_36_11_10_674.jpg"
"pko.hbn.1a.59";"36";"11";"11";"70-100%";"Strong (+++)";"null";"WP1_92.TPKo";59;"16_36_11_11_656.jpg"
"pko.hbn.1a.59";"36";"11";"12";"40-69%";"Strong (+++)";"null";"WP1_102.TPKo";59;"16_36_11_12_636.jpg"
"pko.hbn.1a.59";"36";"11";"13";"70-100%";"Strong (+++)";"null";"WP1_111.TPKo";59;"16_36_11_13_617.jpg"
"pko.hbn.1a.59";"36";"11";"3";"null";"null";"Not representative";"WP1_26.TPKo";59;"16_36_11_3_779.jpg"
"pko.hbn.1a.59";"36";"11";"4";"70-100%";"Strong (+++)";"null";"WP1_35.TPKo";59;"16_36_11_4_758.jpg"
"pko.hbn.1a.59";"36";"11";"5";"70-100%";"Strong (+++)";"null";"WP1_45.TPKo";59;"16_36_11_5_738.jpg"
"pko.hbn.1a.59";"36";"11";"6";"0%";"Neg (-)";"null";"WP1_54.TPKo";59;"16_36_11_6_721.jpg"
"pko.hbn.1a.59";"36";"11";"8";"70-100%";"Moderate (++)";"null";"WP1_64.TPKo";59;"16_36_11_8_704.jpg"
"pko.hbn.1a.59";"36";"12";"1";"70-100%";"Moderate (++)";"null";"WP1_6.TPKo";59;"16_36_12_1_813.jpg"
"pko.hbn.1a.59";"36";"12";"10";"70-100%";"Strong (+++)";"null";"WP1_83.TPKo";59;"16_36_12_10_673.jpg"
"pko.hbn.1a.59";"36";"12";"12";"70-100%";"Strong (+++)";"null";"WP1_102.TPKo";59;"16_36_12_12_638.jpg"
"pko.hbn.1a.59";"36";"12";"13";"40-69%";"Moderate (++)";"null";"WP1_112.TPKo";59;"16_36_12_13_620.jpg"
"pko.hbn.1a.59";"36";"12";"2";"null";"null";"Not representative";"WP1_16.TPKo";59;"16_36_12_2_799.jpg"
"pko.hbn.1a.59";"36";"12";"3";"70-100%";"Moderate (++)";"null";"WP1_26.TPKo";59;"16_36_12_3_780.jpg"
"pko.hbn.1a.59";"36";"12";"4";"70-100%";"Moderate (++)";"null";"WP1_36.TPKo";59;"16_36_12_4_759.jpg"
"pko.hbn.1a.59";"36";"12";"5";"70-100%";"Strong (+++)";"null";"WP1_45.TPKo";59;"16_36_12_5_740.jpg"
"pko.hbn.1a.59";"36";"12";"6";"null";"null";"Not representative";"WP1_55.TPKo";59;"16_36_12_6_726.jpg"
"pko.hbn.1a.59";"36";"12";"8";"70-100%";"Moderate (++)";"null";"WP1_64.TPKo";59;"16_36_12_8_702.jpg"
"pko.hbn.1a.59";"36";"12";"9";"70-100%";"Strong (+++)";"null";"WP1_74.TPKo";59;"16_36_12_9_689.jpg"
"pko.hbn.1a.59";"36";"14";"1";"0%";"Neg (-)";"null";"WP1_7.TPKo";59;"16_36_14_1_817.jpg"
"pko.hbn.1a.59";"36";"14";"10";"70-100%";"Moderate (++)";"null";"WP1_84.TPKo";59;"16_36_14_10_675.jpg"
"pko.hbn.1a.59";"36";"14";"11";"70-100%";"Moderate (++)";"null";"WP1_93.TPKo";59;"16_36_14_11_657.jpg"
"pko.hbn.1a.59";"36";"14";"12";"10-39%";"Moderate (++)";"null";"WP1_103.TPKo";59;"16_36_14_12_639.jpg"
"pko.hbn.1a.59";"36";"14";"13";"70-100%";"Moderate (++)";"null";"WP1_112.TPKo";59;"16_36_14_13_621.jpg"
"pko.hbn.1a.59";"36";"14";"2";"70-100%";"Strong (+++)";"null";"WP1_17.TPKo";59;"16_36_14_2_796.jpg"
"pko.hbn.1a.59";"36";"14";"3";"70-100%";"Moderate (++)";"null";"WP1_27.TPKo";59;"16_36_14_3_777.jpg"
"pko.hbn.1a.59";"36";"14";"4";"70-100%";"Strong (+++)";"null";"WP1_36.TPKo";59;"16_36_14_4_760.jpg"
"pko.hbn.1a.59";"36";"14";"5";"0%";"Neg (-)";"null";"WP1_46.TPKo";59;"16_36_14_5_741.jpg"
"pko.hbn.1a.59";"36";"14";"6";"null";"null";"Not representative";"WP1_55.TPKo";59;"16_36_14_6_722.jpg"
"pko.hbn.1a.59";"36";"14";"8";"10-39%";"Moderate (++)";"null";"WP1_65.TPKo";59;"16_36_14_8_706.jpg"
"pko.hbn.1a.59";"36";"15";"1";"0%";"Neg (-)";"null";"WP1_7.TPKo";59;"16_36_15_1_820.jpg"
"pko.hbn.1a.59";"36";"15";"11";"70-100%";"Moderate (++)";"null";"WP1_94.TPKo";59;"16_36_15_11_658.jpg"
"pko.hbn.1a.59";"36";"15";"12";"40-69%";"Moderate (++)";"null";"WP1_103.TPKo";59;"16_36_15_12_637.jpg"
"pko.hbn.1a.59";"36";"15";"13";"1-9%";"Weak (+)";"null";"WP1_113.TPKo";59;"16_36_15_13_618.jpg"
"pko.hbn.1a.59";"36";"15";"2";"70-100%";"Strong (+++)";"null";"WP1_17.TPKo";59;"16_36_15_2_797.jpg"
"pko.hbn.1a.59";"36";"15";"3";"70-100%";"Moderate (++)";"null";"WP1_27.TPKo";59;"16_36_15_3_781.jpg"
"pko.hbn.1a.59";"36";"15";"4";"70-100%";"Strong (+++)";"null";"WP1_37.TPKo";59;"16_36_15_4_761.jpg"
"pko.hbn.1a.59";"36";"15";"5";"null";"null";"Not representative";"WP1_46.TPKo";59;"16_36_15_5_743.jpg"
"pko.hbn.1a.59";"36";"15";"6";"null";"null";"Not representative";"WP1_56.TPKo";59;"16_36_15_6_724.jpg"
"pko.hbn.1a.59";"36";"15";"8";"10-39%";"Moderate (++)";"null";"WP1_65.TPKo";59;"16_36_15_8_707.jpg"
"pko.hbn.1a.59";"36";"15";"9";"0%";"Neg (-)";"null";"WP1_75.TPKo";59;"16_36_15_9_691.jpg"
"pko.hbn.1a.59";"36";"16";"1";"0%";"Neg (-)";"null";"WP1_8.TPKo";59;"16_36_16_1_818.jpg"
"pko.hbn.1a.59";"36";"16";"10";"0%";"Neg (-)";"null";"WP1_85.TPKo";59;"16_36_16_10_676.jpg"
"pko.hbn.1a.59";"36";"16";"11";"70-100%";"Moderate (++)";"null";"WP1_94.TPKo";59;"16_36_16_11_659.jpg"
"pko.hbn.1a.59";"36";"16";"12";"1-9%";"Weak (+)";"null";"WP1_104.TPKo";59;"16_36_16_12_640.jpg"
"pko.hbn.1a.59";"36";"16";"13";"1-9%";"Weak (+)";"null";"WP1_113.TPKo";59;"16_36_16_13_619.jpg"
"pko.hbn.1a.59";"36";"16";"2";"0%";"Neg (-)";"null";"WP1_18.TPKo";59;"16_36_16_2_801.jpg"
"pko.hbn.1a.59";"36";"16";"3";"70-100%";"Strong (+++)";"null";"WP1_28.TPKo";59;"16_36_16_3_782.jpg"
"pko.hbn.1a.59";"36";"16";"4";"70-100%";"Strong (+++)";"null";"WP1_37.TPKo";59;"16_36_16_4_764.jpg"
"pko.hbn.1a.59";"36";"16";"5";"null";"null";"Not representative";"WP1_47.TPKo";59;"16_36_16_5_744.jpg"
"pko.hbn.1a.59";"36";"16";"6";"40-69%";"Weak (+)";"null";"WP1_56.TPKo";59;"16_36_16_6_723.jpg"
"pko.hbn.1a.59";"36";"16";"8";"40-69%";"Weak (+)";"null";"WP1_66.TPKo";59;"16_36_16_8_709.jpg"
"pko.hbn.1a.59";"36";"16";"9";"0%";"Neg (-)";"null";"WP1_75.TPKo";59;"16_36_16_9_692.jpg"
"pko.hbn.1a.59";"36";"17";"1";"0%";"Neg (-)";"null";"WP1_8.TPKo";59;"16_36_17_1_815.jpg"
"pko.hbn.1a.59";"36";"17";"10";"0%";"Neg (-)";"null";"WP1_85.TPKo";59;"16_36_17_10_678.jpg"
"pko.hbn.1a.59";"36";"17";"11";"0%";"Neg (-)";"null";"WP1_95.TPKo";59;"16_36_17_11_660.jpg"
"pko.hbn.1a.59";"36";"17";"12";">0% and <1%";"Weak (+)";"null";"WP1_104.TPKo";59;"16_36_17_12_641.jpg"
"pko.hbn.1a.59";"36";"17";"13";"40-69%";"Strong (+++)";"null";"WP1_114.TPKo";59;"16_36_17_13_622.jpg"
"pko.hbn.1a.59";"36";"17";"2";"0%";"Neg (-)";"null";"WP1_18.TPKo";59;"16_36_17_2_802.jpg"
"pko.hbn.1a.59";"36";"17";"3";"70-100%";"Strong (+++)";"null";"WP1_28.TPKo";59;"16_36_17_3_783.jpg"
"pko.hbn.1a.59";"36";"17";"4";"70-100%";"Moderate (++)";"null";"WP1_38.TPKo";59;"16_36_17_4_762.jpg"
"pko.hbn.1a.59";"36";"17";"5";"70-100%";"Moderate (++)";"null";"WP1_47.TPKo";59;"16_36_17_5_745.jpg"
"pko.hbn.1a.59";"36";"17";"6";"40-69%";"Moderate (++)";"null";"WP1_57.TPKo";59;"16_36_17_6_729.jpg"
"pko.hbn.1a.59";"36";"17";"8";"null";"null";"Not representative";"WP1_66.TPKo";59;"16_36_17_8_829.jpg"
"pko.hbn.1a.59";"36";"18";"1";"70-100%";"Moderate (++)";"null";"WP1_9.TPKo";59;"16_36_18_1_819.jpg"
"pko.hbn.1a.59";"36";"18";"10";"70-100%";"Moderate (++)";"null";"WP1_86.TPKo";59;"16_36_18_10_677.jpg"
"pko.hbn.1a.59";"36";"18";"11";"0%";"Neg (-)";"null";"WP1_95.TPKo";59;"16_36_18_11_826.jpg"
"pko.hbn.1a.59";"36";"18";"12";"0%";"Neg (-)";"null";"WP1_105.TPKo";59;"16_36_18_12_642.jpg"
"pko.hbn.1a.59";"36";"18";"13";"70-100%";"Strong (+++)";"null";"WP1_114.TPKo";59;"16_36_18_13_623.jpg"
"pko.hbn.1a.59";"36";"18";"2";"70-100%";"Strong (+++)";"null";"WP1_19.TPKo";59;"16_36_18_2_804.jpg"
"pko.hbn.1a.59";"36";"18";"3";"70-100%";"Moderate (++)";"null";"WP1_29.TPKo";59;"16_36_18_3_785.jpg"
"pko.hbn.1a.59";"36";"18";"4";"70-100%";"Moderate (++)";"null";"WP1_38.TPKo";59;"16_36_18_4_763.jpg"
"pko.hbn.1a.59";"36";"18";"5";"70-100%";"Moderate (++)";"null";"WP1_48.TPKo";59;"16_36_18_5_746.jpg"
"pko.hbn.1a.59";"36";"18";"6";"70-100%";"Moderate (++)";"null";"WP1_57.TPKo";59;"16_36_18_6_727.jpg"
"pko.hbn.1a.59";"36";"18";"9";"1-9%";"Weak (+)";"null";"WP1_76.TPKo";59;"16_36_18_9_694.jpg"
"pko.hbn.1a.59";"36";"19";"1";"70-100%";"Strong (+++)";"null";"WP1_9.TPKo";59;"16_36_19_1_821.jpg"
"pko.hbn.1a.59";"36";"19";"10";"70-100%";"Moderate (++)";"null";"WP1_86.TPKo";59;"16_36_19_10_679.jpg"
"pko.hbn.1a.59";"36";"19";"13";"null";"null";"Not representative";"WP1_115.TPKo";59;"16_36_19_13_624.jpg"
"pko.hbn.1a.59";"36";"19";"2";"70-100%";"Strong (+++)";"null";"WP1_19.TPKo";59;"16_36_19_2_803.jpg"
"pko.hbn.1a.59";"36";"19";"3";"70-100%";"Moderate (++)";"null";"WP1_29.TPKo";59;"16_36_19_3_784.jpg"
"pko.hbn.1a.59";"36";"19";"4";"0%";"Neg (-)";"null";"WP1_39.TPKo";59;"16_36_19_4_766.jpg"
"pko.hbn.1a.59";"36";"19";"6";"70-100%";"Strong (+++)";"null";"WP1_58.TPKo";59;"16_36_19_6_728.jpg"
"pko.hbn.1a.59";"36";"19";"9";"1-9%";"Weak (+)";"null";"WP1_77.TPKo";59;"16_36_19_9_693.jpg"
"pko.hbn.1a.59";"36";"2";"1";"70-100%";"Moderate (++)";"null";"WP1_1.TPKo";59;"16_36_2_1_806.jpg"
"pko.hbn.1a.59";"36";"2";"10";"null";"null";"Not representative";"WP1_78.TPKo";59;"16_36_2_10_667.jpg"
"pko.hbn.1a.59";"36";"2";"11";"70-100%";"Weak (+)";"null";"WP1_88.TPKo";59;"16_36_2_11_647.jpg"
"pko.hbn.1a.59";"36";"2";"12";"0%";"Neg (-)";"null";"WP1_97.TPKo";59;"16_36_2_12_627.jpg"
"pko.hbn.1a.59";"36";"2";"13";"40-69%";"Weak (+)";"null";"WP1_107.TPKo";59;"16_36_2_13_614.jpg"
"pko.hbn.1a.59";"36";"2";"2";"0%";"Neg (-)";"null";"WP1_11.TPKo";59;"16_36_2_2_787.jpg"
"pko.hbn.1a.59";"36";"2";"3";"null";"null";"Not representative";"WP1_21.TPKo";59;"16_36_2_3_769.jpg"
"pko.hbn.1a.59";"36";"2";"4";"70-100%";"Moderate (++)";"null";"WP1_31.TPKo";59;"16_36_2_4_748.jpg"
"pko.hbn.1a.59";"36";"2";"5";"70-100%";"Moderate (++)";"null";"WP1_40.TPKo";59;"16_36_2_5_732.jpg"
"pko.hbn.1a.59";"36";"2";"6";"70-100%";"Strong (+++)";"null";"WP1_50.TPKo";59;"16_36_2_6_713.jpg"
"pko.hbn.1a.59";"36";"2";"8";"null";"null";"Not representative";"WP1_59.TPKo";59;"16_36_2_8_697.jpg"
"pko.hbn.1a.59";"36";"20";"1";"10-39%";"null";"null";"WP1_10.TPKo";59;"16_36_20_1_822.jpg"
"pko.hbn.1a.59";"36";"20";"10";"70-100%";"Strong (+++)";"null";"WP1_87.TPKo";59;"16_36_20_10_680.jpg"
"pko.hbn.1a.59";"36";"20";"12";"70-100%";"Strong (+++)";"null";"WP1_106.TPKo";59;"16_36_20_12_643.jpg"
"pko.hbn.1a.59";"36";"20";"13";"null";"null";"Not representative";"WP1_115.TPKo";59;"16_36_20_13_625.jpg"
"pko.hbn.1a.59";"36";"20";"2";"70-100%";"Strong (+++)";"null";"WP1_20.TPKo";59;"16_36_20_2_798.jpg"
"pko.hbn.1a.59";"36";"20";"3";"70-100%";"Moderate (++)";"null";"WP1_30.TPKo";59;"16_36_20_3_778.jpg"
"pko.hbn.1a.59";"36";"20";"4";"0%";"Neg (-)";"null";"WP1_39.TPKo";59;"16_36_20_4_765.jpg"
"pko.hbn.1a.59";"36";"20";"5";"70-100%";"Moderate (++)";"null";"WP1_49.TPKo";59;"16_36_20_5_747.jpg"
"pko.hbn.1a.59";"36";"20";"6";"null";"null";"Not representative";"WP1_58.TPKo";59;"16_36_20_6_725.jpg"
"pko.hbn.1a.59";"36";"20";"8";"10-39%";"Moderate (++)";"null";"WP1_68.TPKo";59;"16_36_20_8_710.jpg"
"pko.hbn.1a.59";"36";"21";"1";"70-100%";"Strong (+++)";"null";"WP1_10.TPKo";59;"16_36_21_1_816.jpg"
"pko.hbn.1a.59";"36";"21";"2";"70-100%";"Strong (+++)";"null";"WP1_20.TPKo";59;"16_36_21_2_800.jpg"
"pko.hbn.1a.59";"36";"22";"10";"0%";"Neg (-)";"null";"WP1_119.TPKo";59;"16_36_22_10_681.jpg"
"pko.hbn.1a.59";"36";"22";"11";"0%";"Neg (-)";"null";"WP1_120.TPKo";59;"16_36_22_11_662.jpg"
